no,token,pos,actual_label,predicted_label,sent_no,token_no,sent
122,Δελφοὺς,n-p---ma-,place,ethnic,962,20,ἀμφικτυόνων δὲ μισθωσάντων τὸν ἐν Δελφοῖσι νῦν ἐόντα νηὸν τριηκοσίων ταλάντων ἐξεργάσασθαι ʽὁ γὰρ πρότερον ἐὼν αὐτόθι αὐτόματος κατεκάἠ τοὺς Δελφοὺς δὴ ἐπέβαλλε τεταρτημόριον τοῦ μισθώματος παρασχεῖν
123,Ἀθηναίης,n-s---fg-,place,0,968,15,ἀνέθηκε δὲ καὶ ἀναθήματα ὁ Ἄμασις ἐς τὴν Ἑλλάδα τοῦτο μὲν ἐς Κυρήνην ἄγαλμα ἐπίχρυσον Ἀθηναίης καὶ εἰκόνας ἑωυτοῦ γραφῇ εἰκασμένην τοῦτο δὲ τῇ ἐν Λίνδῳ Ἀθηναίῃ δύο τε ἀγάλματα λίθινα καὶ θώρηκα λίνεον ἀξιοθέητον τοῦτο δʼ ἐς Σάμον τῇ Ἥρῃ εἰκόνας ἑωυτοῦ διφασίας ξυλίνας αἳ ἐν τῷ νηῷ τῷ μεγάλῳ ἱδρύατο ἔτι καὶ τὸ μέχρι ἐμεῦ ὄπισθε τῶν θυρέων
124,Ἀθηναίῃ,n-s---fd-,place,0,968,26,ἀνέθηκε δὲ καὶ ἀναθήματα ὁ Ἄμασις ἐς τὴν Ἑλλάδα τοῦτο μὲν ἐς Κυρήνην ἄγαλμα ἐπίχρυσον Ἀθηναίης καὶ εἰκόνας ἑωυτοῦ γραφῇ εἰκασμένην τοῦτο δὲ τῇ ἐν Λίνδῳ Ἀθηναίῃ δύο τε ἀγάλματα λίθινα καὶ θώρηκα λίνεον ἀξιοθέητον τοῦτο δʼ ἐς Σάμον τῇ Ἥρῃ εἰκόνας ἑωυτοῦ διφασίας ξυλίνας αἳ ἐν τῷ νηῷ τῷ μεγάλῳ ἱδρύατο ἔτι καὶ τὸ μέχρι ἐμεῦ ὄπισθε τῶν θυρέων
125,Ἀθηναίης,n-s---fg-,place,0,969,30,ἐς μέν νυν Σάμον ἀνέθηκε κατὰ ξεινίην τὴν ἑωυτοῦ τε καὶ Πολυκράτεος τοῦ Αἰάκεος ἐς δὲ Λίνδον ξεινίης μὲν οὐδεμιῆς εἵνεκεν ὅτι δὲ τὸ ἱρὸν τὸ ἐν Λίνδῳ τὸ τῆς Ἀθηναίης λέγεται τὰς Δαναοῦ θυγατέρας ἱδρύσασθαι προσσχούσας ὅτε ἀπεδίδρησκον τοὺς Αἰγύπτου παῖδας
126,Ἴωνάς,n-p---ma-,ethnic,0,970,16,ἐπὶ τοῦτον δὴ τὸν Ἄμασιν Καμβύσης ὁ Κύρου ἐστρατεύετο ἄγων καί ἄλλους τῶν ἦρχε καὶ Ἑλλήνων Ἴωνάς τε καὶ Αἰολέας διʼ αἰτίην τοιήνδε
127,Αἰγύπτιος,n-s---mn-,ethnic,0,972,4,ταῦτα δὴ ἐπιμεμφόμενος ὁ Αἰγύπτιος ἐνῆγε τῇ συμβουλῇ κελεύων αἰτέειν τὸν Καμβύσεα Ἄμασιν θυγατέρα ἵνα ἢ δοὺς ἀνιῷτο ἢ μὴ δοὺς Καμβύσῃ ἀπέχθοιτο
128,Σαρδίων,n-p---mg-,place,ethnic,989,8,ἀπὸ δὲ Καδύτιος ἐούσης πόλιος ὡς ἐμοὶ δοκέει Σαρδίων οὐ πολλῷ ἐλάσσονος ἀπὸ ταύτης τὰ ἐμπόρια τὰ ἐπὶ θαλάσσης μέχρι Ἰηνύσου πόλιος ἐστὶ τοῦ Ἀραβίου ἀπὸ δὲ Ἰηνύσου αὖτις Σύρων μέχρι Σερβωνίδος λίμνης παρʼ ἣν δὴ τὸ Κάσιον ὄρος τείνει ἐς θάλασσαν
129,Αἰγυπτίου,n-s---mg-,ethnic,0,1002,18,οἱ δὲ Πέρσαι ἐπείτε διεξελάσαντες τὴν ἄνυδρον ἵζοντο πέλας τῶν Αἰγυπτίων ὡς συμβαλέοντες ἐνθαῦτα οἱ ἐπίκουροι οἱ τοῦ Αἰγυπτίου ἐόντες ἄνδρες Ἕλληνές τε καὶ Κᾶρες μεμφόμενοι τῷ Φάνῃ ὅτι στρατὸν ἤγαγε ἐπʼ Αἴγυπτον ἀλλόθροον μηχανῶνται πρῆγμα ἐς αὐτὸν τοιόνδε
130,Περσέων,n-p---mg-,ethnic,0,1035,2,οὔτε ὁ Περσέων βασιλεὺς δῶρα ὑμέας ἔπεμψε φέροντας προτιμῶν πολλοῦ ἐμοὶ ξεῖνος γενέσθαι οὔτε ὑμεῖς λέγετε ἀληθέα ʽἥκετε γὰρ κατόπται τῆς ἐμῆς ἀρχῆσ̓ οὔτε ἐκεῖνος ἀνήρ δίκαιος
131,Περσέων,n-p---mg-,ethnic,0,1061,5,ἔδοξέ οἱ ἄγγελον ἐλθόντα ἐκ Περσέων ἀγγέλλειν ὡς ἐν τῷ θρόνῳ τῷ βασιληίῳ ἱζόμενος Σμέρδις τῇ κεφαλῇ τοῦ οὐρανοῦ ψαύσειε
132,Αἴγυπτόν,n-s---fa-,place,0,1075,9,τά τε γὰρ ἐκείνου πάντα ἔχειν αὐτὸν καὶ προσεκτῆσθαι Αἴγυπτόν τε καὶ τὴν θάλασσαν
133,Σαμίου,n-s---mg-,ethnic,0,1092,16,ἦν οἱ σφρηγὶς τὴν ἐφόρεε χρυσόδετος σμαράγδου μὲν λίθου ἐοῦσα ἔργον δὲ ἦν Θεοδώρου τοῦ Τηλεκλέος Σαμίου
134,Σάμος,n-s---mn-,place,0,1125,17,εἰ μέν νυν οἱ παρεόντες Λακεδαιμονίων ὅμοιοι ἐγένοντο ταύτην τὴν ἡμέρην Ἀρχίῃ τε καὶ Λυκώπῃ αἱρέθη ἂν Σάμος
135,Σαμίου,a-s---mg-,ethnic,0,1127,9,τρίτῳ δέ ἀπʼ Ἀρχίεω τούτου γεγονότι ἄλλῳ Ἀρχίῃ τῷ Σαμίου τοῦ Ἀρχίεω αὐτὸς ἐν Πιτάνῃ συνεγενόμην ʽδήμου γὰρ τούτου ἦν̓ ὃς ξείνων πάντων μάλιστα ἐτίμα τε Σαμίους καί οἱ τῷ πατρὶ ἔφη Σάμιον τοὔνομα τεθῆναι ὅτι οἱ ὁ πατὴρ Ἀρχίης ἐν Σάμῳ ἀριστεύσας ἐτελεύτησε
136,Σάμιον,n-s---fa-,ethnic,0,1127,32,τρίτῳ δέ ἀπʼ Ἀρχίεω τούτου γεγονότι ἄλλῳ Ἀρχίῃ τῷ Σαμίου τοῦ Ἀρχίεω αὐτὸς ἐν Πιτάνῃ συνεγενόμην ʽδήμου γὰρ τούτου ἦν̓ ὃς ξείνων πάντων μάλιστα ἐτίμα τε Σαμίους καί οἱ τῷ πατρὶ ἔφη Σάμιον τοὔνομα τεθῆναι ὅτι οἱ ὁ πατὴρ Ἀρχίης ἐν Σάμῳ ἀριστεύσας ἐτελεύτησε
137,Μηδικοῖσι,a-p---nd-,ethnic,0,1152,5,ὃ μὲν δὴ ἐν τοῖσι Μηδικοῖσι Ἀγβατάνοισι ἐδόκεε τελευτήσειν γηραιός ἐν τοῖσί οἱ ἦν τὰ πάντα πρήγματα
138,Μήδους,n-p---ma-,ethnic,0,1158,23,καὶ δὴ ὑμῖν τάδε ἐπισκήπτω θεοὺς τοὺς βασιληίους ἐπικαλέων καὶ πᾶσι ὑμῖν καὶ μάλιστα Ἀχαιμενιδέων τοῖσι παρεοῦσι μὴ περιιδεῖν τὴν ἡγεμονίην αὖτις ἐς Μήδους περιελθοῦσαν ἀλλʼ εἴτε δόλῳ ἔχουσι αὐτὴν κτησάμενοι δόλῳ ἀπαιρεθῆναι ὑπὸ ὑμέων εἴτε καὶ σθένεϊ τεῷ κατεργασάμενοι σθένεϊ κατὰ τὸ καρτερὸν ἀνασώσασθαι
139,Πέρσῃσἰ,n-p---md-,ethnic,0,1165,32,ἡ ὦν δὴ Φαιδύμη αὕτη ἡ τοῦ Ὀτάνεω θυγάτηρ πάντα ἐπιτελέουσα τὰ ὑπεδέξατο τῷ πατρί ἐπείτε αὐτῆς μέρος ἐγίνετο τῆς ἀπίξιος παρὰ τὸν Μάγον ʽἐν περιτροπῇ γὰρ δὴ αἱ γυναῖκες φοιτέουσι τοῖσι Πέρσῃσἰ ἐλθοῦσα παρʼ αὐτὸν ηὗδε ὑπνωμένου δὲ καρτερῶς τοῦ Μάγου ἤφασε τὰ ὦτα
140,Γοβρύην,n-s---ma-,place,0,1166,6,ὁ δὲ Ὀτάνης παραλαβὼν Ἀσπαθίνην καὶ Γοβρύην Περσέων τε πρώτους ἐόντας καὶ ἑωυτῷ ἐπιτηδεοτάτους ἐς πίστιν ἀπηγήσατο πᾶν τὸ πρῆγμα
141,Γοβρύης,n-s---fg-,place,0,1168,5,Ὀτάνης μέν νυν ἐσάγεται Ἰνταφρένεα Γοβρύης δὲ Μεγάβυζον Ἀσπαθίνης δὲ Ὑδάρνεα
142,Περσέων,n-p---mg-,ethnic,0,1169,12,γεγονότων δὲ τούτων ἓξ παραγίνεται ἐς τὰ Σοῦσα Δαρεῖος ὁ Ὑστάσπεος ἐκ Περσέων ἥκων
143,Περσέων,n-p---mg-,ethnic,0,1171,13,τοῦτο δὲ ἔχω αὐτὸς σκῆψιν εὐπρεπεστάτην τῇ πάριμεν φὰς ἄρτι τε ἥκειν ἐκ Περσέων καὶ βούλεσθαί τι ἔπος παρὰ τοῦ πατρὸς σημῆναι τῷ βασιλέι
144,Γοβρύης,n-s---mn-,place,0,1188,35,ὁ δὲ ἕτερος ἐπείτε οἱ τὰ τόξα οὐδὲν χρηστὰ ἐγίνετο ἦν γὰρ δὴ θάλαμος ἐσέχων ἐς τὸν ἀνδρεῶνα ἐς τοῦτον καταφεύγει θέλων αὐτοῦ προσθεῖναι τὰς θύρας καί οἱ συνεσπίπτουσι τῶν ἑπτὰ δύο Δαρεῖός τε καὶ Γοβρύης
145,Ἀραβίων,n-p---mg-,ethnic,0,1204,16,Δαρεῖός τε δὴ ὁ Ὑστάσπεος βασιλεὺς ἀπεδέδεκτο καί οἱ ἦσαν ἐν τῇ Ἀσίῃ πάντες κατήκοοι πλὴν Ἀραβίων Κύρου τε καταστρεψαμένου καὶ ὕστερον αὖτις Καμβύσεω
146,Βαβυλώνιον,n-s---nn-,ethnic,0,1211,2,τὸ δὲ Βαβυλώνιον τάλαντον δύναται Εὐβοΐδας ὀκτὼ καὶ ἑβδομήκοντα μνέας
147,Βαβυλώνιον,n-s---na-,ethnic,0,1228,5,τὸ μὲν δὴ ἀργύριον τὸ Βαβυλώνιον πρὸς τὸ Εὐβοϊκὸν συμβαλλόμενον τάλαντον γίνεται ὀγδώκοντα καὶ ὀκτακόσια καὶ εἰνακισχίλια τάλαντα
148,Περσέων,n-p---mg-,ethnic,0,1240,7,εἰσὶ γὰρ αὐτῶν καὶ παρὰ βασιλέι τῷ Περσέων ἐνθεῦτεν θηρευθέντες
149,Ἀριμασποὺς,n-p---ma-,ethnic,place,1260,15,ὅκως μὲν γινόμενος οὐκ ἔχω οὐδὲ τοῦτο ἀτρεκέως εἶπαι λέγεται δὲ ὑπὲκ τῶν γρυπῶν ἁρπάζειν Ἀριμασποὺς ἄνδρας μουνοφθάλμους
150,Ὀροίτης,n-s---mn-,place,0,1266,6,ὑπὸ Κύρου κατασταθεὶς ἦν Σαρδίων ὕπαρχος Ὀροίτης ἀνὴρ Πέρσης
151,Σαμίου,a-s---mg-,ethnic,0,1267,11,οὔτε γάρ τι παθὼν οὔτε ἀκούσας μάταιον ἔπος πρὸς Πολυκράτεος τοῦ Σαμίου οὐδὲ ἰδὼν πρότερον ἐπεθύμεε λαβὼν αὐτὸν ἀπολέσαι ὡς μὲν οἱ πλεῦνες λέγουσι διὰ τοιήνδε τινὰ αἰτίην
152,Ὀροίτης,n-s---mn-,place,0,1270,3,ὁ δὲ ὦν Ὀροίτης ἱζόμενος ἐν Μαγνησίῃ τῇ ὑπὲρ Μαιάνδρου ποταμοῦ οἰκημένῃ ἔπεμπε Μύρσον τὸν Γύγεω ἄνδρα Λυδὸν ἐς Σάμον ἀγγελίην φέροντα μαθὼν τοῦ Πολυκράτεος τὸν νόον
153,Ἰωνίης,n-s---fg-,place,0,1272,10,τῆς δὲ ἀνθρωπηίης λεγομένης γενεῆς Πολυκράτης πρῶτος ἐλπίδας πολλὰς ἔχων Ἰωνίης τε καὶ νήσων ἄρξειν
154,Ὀροίτης,n-s---mn-,place,0,1273,6,μαθὼν ὦν ταῦτά μιν διανοεύμενον ὁ Ὀροίτης πέμψας ἀγγελίην ἔλεγε τάδε
155,Ὀροίτης,n-s---fg-,place,0,1274,0,Ὀροίτης Πολυκράτεϊ ὧδε λέγει
156,Ὀροίτης,n-s---mn-,place,0,1276,2,ὁ δὲ Ὀροίτης μαθὼν τὸν κατάσκοπον ἐόντα προσδόκιμον ἐποίεε τοιάδε
157,Ὀροίτης,n-s---mn-,place,0,1278,6,ἀποκτείνας δέ μιν οὐκ ἀξίως ἀπηγήσιος Ὀροίτης ἀνεσταύρωσε
158,Ὀροίτης,n-s---mn-,place,0,1281,14,μετὰ γὰρ τὸν Καμβύσεω θάνατον καὶ τῶν Μάγων τὴν βασιληίην μένων ἐν τῇσι Σάρδισι Ὀροίτης ὠφέλεε μὲν οὐδὲν Πέρσας ὑπὸ Μήδων ἀπαραιρημένους τὴν ἀρχήν
159,Σαμίου,a-s---mg-,ethnic,0,1291,19,οἱ δὲ δορυφόροι ὡς ἤκουσαν ταῦτα σπασάμενοι τοὺς ἀκινάκας κτείνουσι παραυτίκα μιν οὕτω δὴ Ὀροίτεα τὸν Πέρσην Πολυκράτεος τοῦ Σαμίου τίσιες μετῆλθον
160,Ἕλληνος,n-s---mg-,ethnic,0,1301,14,καὶ τοῦτο μὲν τοὺς Αἰγυπτίους ἰητρούς οἳ βασιλέα πρότερον ἰῶντο μέλλοντας ἀνασκολοπιεῖσθαι ὅτι ὑπὸ Ἕλληνος ἰητροῦ ἑσσώθησαν τούτους βασιλέα παραιτησάμενος ἐρρύσατο
161,Περσέων,n-p---mg-,ethnic,0,1309,16,ἀμείβεται Δαρεῖος ὦ γύναι ἐπεὶ τοίνυν τοι δοκέει τῆς Ἑλλάδος ἡμέας πρῶτα ἀποπειρᾶσθαι κατασκόπους μοι δοκέει Περσέων πρῶτον ἄμεινον εἶναι ὁμοῦ τούτῳ τῷ σὺ λέγεις πέμψαι ἐς αὐτούς οἳ μαθόντες καὶ ἰδόντες ἐξαγγελέουσι ἕκαστα αὐτῶν ἡμῖν
162,Κνίδιοι,n-p---mn-,ethnic,0,1323,3,πειθόμενοι δὲ Δαρείῳ Κνίδιοι Ταραντίνους οὔκων ἔπειθον βίην δὲ ἀδύνατοι ἦσαν προσφέρειν
163,Ἕλληνος,n-s---mg-,ethnic,0,1330,16,ἀναβέβηκε δʼ ἤ τις ἢ οὐδείς κω παρʼ ἡμέας αὐτῶν ἔχω δὲ χρέος εἰπεῖν οὐδὲν ἀνδρὸς Ἕλληνος
164,Σάμια,a-p---na-,ethnic,0,1340,9,ἐρεθίσας ὦν τοὺς Πέρσας ἤθελε ὡς ἀσθενέστατα ποιῆσαι τὰ Σάμια πρήγματα καὶ οὕτω παραδιδόναι εὖ ἐξεπιστάμενος ὡς παθόντες οἱ Πέρσαι κακῶς προσεμπικρανέεσθαι ἔμελλον τοῖσι Σαμίοισι εἰδώς τε ἑωυτῷ ἀσφαλέα ἔκδυσιν ἐοῦσαν ἐκ τῆς νήσου τότε ἐπεὰν αὐτὸς βούληται
165,Σπάρτης,n-s---mn-,place,0,1346,27,ὅκως ποτήρια ἀργύρεά τε καὶ χρύσεα προθεῖτο οἱ μὲν θεράποντες αὐτοῦ ἐξέσμων αὐτά ὃ δʼ ἂν τὸν χρόνον τοῦτον τῷ Κλεομένεϊ τῷ Ἀναξανδρίδεω ἐν λόγοισι ἐών βασιλεύοντι Σπάρτης προῆγέ μιν ἐς τὰ οἰκία
166,Περσέων,n-p---mg-,ethnic,0,1381,10,Μεγαβύζου δὲ τούτου γίνεται Ζώπυρος ὃς ἐς Ἀθήνας ηὐτομόλησε ἐκ Περσέων
167,Πόντον,n-s---ma-,place,0,1394,17,Σκύθαι μὲν ὧδε ὕπερ σφέων τε αὐτῶν καὶ τῆς χώρης τῆς κατύπερθε λέγουσι Ἑλλήνων δὲ οἱ τὸν Πόντον οἰκέοντες ὧδε
168,Πόντον,n-s---ma-,place,0,1397,5,ταῦτα δὲ Ἑλλήνων οἱ τὸν Πόντον οἰκέοντες λέγουσι
169,Κιμμέριοι,n-p---mn-,ethnic,0,1400,3,φαίνονται δὲ οἱ Κιμμέριοι φεύγοντες ἐς τὴν Ἀσίην τοὺς Σκύθας καὶ τὴν χερσόνησον κτίσαντες ἐν τῇ νῦν Σινώπη πόλις Ἑλλὰς οἴκισται
170,Ἀριμασποὺς,n-p---ma-,ethnic,0,1403,17,ἔφη δὲ Ἀριστέης ὁ Καϋστροβίου ἀνὴρ Προκοννήσιος ποιέων ἔπεα ἀπικέσθαι ἐς Ἰσσηδόνας φοιβόλαμπτος γενόμενος Ἰσσηδόνων δὲ ὑπεροικέειν Ἀριμασποὺς ἄνδρας μουνοφθάλμους ὕπερ δὲ τούτων τοὺς χρυσοφύλακας γρῦπας τούτων δὲ τοὺς Ὑπερβορέους κατήκοντας ἐπὶ θάλασσαν
171,Ὑπερβορέους,n-s---mg-,ethnic,0,1403,29,ἔφη δὲ Ἀριστέης ὁ Καϋστροβίου ἀνὴρ Προκοννήσιος ποιέων ἔπεα ἀπικέσθαι ἐς Ἰσσηδόνας φοιβόλαμπτος γενόμενος Ἰσσηδόνων δὲ ὑπεροικέειν Ἀριμασποὺς ἄνδρας μουνοφθάλμους ὕπερ δὲ τούτων τοὺς χρυσοφύλακας γρῦπας τούτων δὲ τοὺς Ὑπερβορέους κατήκοντας ἐπὶ θάλασσαν
172,Ὑπερβορέων,n-p---mg-,ethnic,0,1404,4,τούτους ὦν πάντας πλὴν Ὑπερβορέων ἀρξάντων Ἀριμασπῶν αἰεὶ τοῖσι πλησιοχώροισι ἐπιτίθεσθαι καὶ ὑπὸ μὲν Ἀριμασπῶν ἐξωθέεσθαι ἐκ τῆς χώρης Ἰσσηδόνας ὑπὸ δὲ Ἰσσηδόνων Σκύθας Κιμμερίους δὲ οἰκέοντας ἐπὶ τῇ νοτίῃ θαλάσσῃ ὑπὸ Σκυθέων πιεζομένους ἐκλείπειν τὴν χώρην
173,Κιμμερίους,n-p---ma-,ethnic,0,1404,24,τούτους ὦν πάντας πλὴν Ὑπερβορέων ἀρξάντων Ἀριμασπῶν αἰεὶ τοῖσι πλησιοχώροισι ἐπιτίθεσθαι καὶ ὑπὸ μὲν Ἀριμασπῶν ἐξωθέεσθαι ἐκ τῆς χώρης Ἰσσηδόνας ὑπὸ δὲ Ἰσσηδόνων Σκύθας Κιμμερίους δὲ οἰκέοντας ἐπὶ τῇ νοτίῃ θαλάσσῃ ὑπὸ Σκυθέων πιεζομένους ἐκλείπειν τὴν χώρην
174,Κρημνοί,n-p---mn-,ethnic,0,1417,35,κατήκουσι δὲ οὗτοι τὸ μὲν πρὸς μεσαμβρίην ἐς τὴν Ταυρικήν τὸ δὲ πρὸς ἠῶ ἐπί τε τάφρον τὴν δὴ οἱ ἐκ τῶν τυφλῶν γενόμενοι ὤρυξαν καὶ ἐπὶ τῆς λίμνης τῆς Μαιήτιδος τὸ ἐμπόριον τὸ καλέεται Κρημνοί
175,Μαιήτιδος,n-s---fg-,place,0,1420,20,Τάναϊν δὲ ποταμὸν διαβάντι οὐκέτι Σκυθική ἀλλʼ ἡ μὲν πρώτη τῶν λαξίων Σαυροματέων ἐστί οἳ ἐκ τοῦ μυχοῦ ἀρξάμενοι τῆς Μαιήτιδος λίμνης νέμονται τὸ πρὸς βορέην ἄνεμον ἡμερέων πεντεκαίδεκα ὁδόν πᾶσαν ἐοῦσαν ψιλὴν καὶ ἀγρίων καὶ ἡμέρων δενδρέων
176,Ὑπερβορέων,n-s---mn-,ethnic,0,1435,0,Ὑπερβορέων δὲ πέρι ἀνθρώπων οὔτε τι Σκύθαι λέγουσι οὐδὲν οὔτε τινὲς ἄλλοι τῶν ταύτῃ οἰκημένων εἰ μὴ ἄρα Ἰσσηδόνες
177,Ὑπερβορέων,n-p---mg-,ethnic,0,1437,15,πολλῷ δέ τι πλεῖστα περὶ αὐτῶν Δήλιοι λέγουσι φάμενοι ἱρὰ ἐνδεδεμένα ἐν καλάμῃ πυρῶν ἐξ Ὑπερβορέων φερόμενα ἀπικνέεσθαι ἐς Σκύθας ἀπὸ δὲ Σκυθέων ἤδη δεκομένους αἰεὶ τοὺς πλησιοχώρους ἑκάστους κομίζειν αὐτὰ τὸ πρὸς ἑσπέρης ἑκαστάτω ἐπὶ τὸν Ἀδρίην ἐνθεῦτεν δὲ πρὸς μεσαμβρίην προπεμπόμενα πρώτους Δωδωναίους Ἑλλήνων δέκεσθαι ἀπὸ δὲ τούτων καταβαίνειν ἐπὶ τὸν Μηλιέα κόλπον καὶ διαπορεύεσθαι ἐς Εὔβοιαν πόλιν τε ἐς πόλιν πέμπειν μέχρι Καρύστου τὸ δʼ ἀπὸ ταύτης ἐκλιπεῖν Ἄνδρον
178,Ὑπερβορέων,n-p---mg-,ethnic,place,1441,6,τῇσι δὲ παρθένοισι ταύτῃσι τῇσι ἐξ Ὑπερβορέων τελευτησάσῃσι ἐν Δήλῳ κείρονται καὶ αἱ κόραι καὶ οἱ παῖδες οἱ Δηλίων
179,Ὑπερβορέων,n-p---mg-,ethnic,0,1443,15,φασὶ δὲ οἱ αὐτοὶ οὗτοι καὶ τὴν Ἄργην τε καὶ τὴν Ὦπιν ἐούσας παρθένους ἐξ Ὑπερβορέων κατὰ τοὺς αὐτοὺς τούτους ἀνθρώπους πορευομένας ἀπικέσθαι ἐς Δῆλον ἔτι πρότερον Ὑπερόχης τε καὶ Λαοδίκης
180,Ὑπερβορέων,n-s---mn-,ethnic,0,1446,3,καὶ ταῦτα μὲν Ὑπερβορέων πέρι εἰρήσθω
181,Περσέων,n-p---mg-,ethnic,place,1453,3,ταῦτα μὲν ἀπὸ Περσέων τὰ πρὸς ἑσπέρην τῆς Ἀσίης ἔχοντα ἐστί
182,Ἀσίη,n-s---fn-,place,0,1456,5,τοιαύτη μὲν καὶ τοσαύτη ἡ Ἀσίη ἐστί ἡ δὲ Λιβύη ἐν τῇ ἀκτῇ τῇ ἑτέρῃ ἐστί
183,Ἀσίη,n-s---fn-,place,0,1479,18,ἤδη γὰρ Λιβύη μὲν ἐπὶ Λιβύης λέγεται ὑπὸ τῶν πολλῶν Ἑλλήνων ἔχειν τὸ οὔνομα γυναικὸς αὐτόχθονος ἡ δὲ Ἀσίη ἐπὶ τῆς Προμηθέος γυναικὸς τὴν ἐπωνυμίην
184,Αἷμον,n-s---ma-,place,0,1487,11,ἐκ δὲ Παιόνων καὶ ὄρεος Ῥοδόπης Κίος ποταμὸς μέσον σχίζων τὸν Αἷμον ἐκδιδοῖ ἐς αὐτόν
185,Αἰγυπτίου,n-s---mg-,ethnic,0,1494,30,τέταρτος δὲ Βορυσθένης ποταμός ὃς ἐστί τε μέγιστος μετὰ Ἴστρον τούτων καὶ πολυαρκέστατος κατὰ γνώμας τὰς ἡμετέρας οὔτι μοῦνον τῶν Σκυθικῶν ποταμῶν ἀλλὰ καὶ τῶν ἄλλων ἁπάντων πλὴν Νείλου τοῦ Αἰγυπτίου
186,Σκυθέων,n-p---mg-,ethnic,0,1506,18,τοῦτο μὲν γὰρ Ἀνάχαρσις ἐπείτε γῆν πολλὴν θεωρήσας καὶ ἀποδεξάμενος κατʼ αὐτὴν σοφίην πολλὴν ἐκομίζετο ἐς ἤθεα τὰ Σκυθέων πλέων διʼ Ἑλλησπόντου προσίσχει ἐς Κύζικον
187,Σκυθέων,n-p---mg-,ethnic,0,1515,5,εὖτε ἀγάγοι τὴν στρατιὴν τὴν Σκυθέων ἐς τὸ Βορυσθενειτέων ἄστυ ʽοἱ δὲ Βορυσθενεῗται οὗτοι λέγουσι σφέας αὐτοὺς εἶναι Μιλησίουσ̓ ἐς τούτους ὅκως ἔλθοι ὁ Σκύλης τὴν μὲν στρατιὴν καταλίπεσκε ἐν τῷ προαστείῳ αὐτὸς δὲ ὅκως ἔλθοι ἐς τὸ τεῖχος καὶ τὰς πύλας ἐγκλῄσειε τὴν στολὴν ἀποθέμενος τὴν Σκυθικὴν λάβεσκε ἂν Ἑλληνίδα ἐσθῆτα ἔχων δʼ ἂν ταύτην ἠγόραζε οὔτε δορυφόρων ἑπομένων οὔτε ἄλλου οὐδενός
188,Βορυσθενεϊτέων,n-p---mg-,ethnic,place,1518,3,ἦν οἱ ἐν Βορυσθενεϊτέων τῇ πόλι οἰκίης μεγάλης καὶ πολυτελέος περιβολή τῆς καὶ ὀλίγῳ τι πρότερον τούτων μνήμην εἶχον τὴν πέριξ λευκοῦ λίθου σφίγγες τε καὶ γρῦπες ἕστασαν
189,Ἑλλήσποντος,n-s---mn-,place,0,1531,3,ἐκδιδοῖ δὲ ὁ Ἑλλήσποντος ἐς χάσμα πελάγεος τὸ δὴ Αἰγαῖον καλέεται
190,Ἑλλήσποντος,n-s---mn-,place,0,1534,9,ὁ μέν νυν Πόντος οὗτος καὶ Βόσπορός τε καὶ Ἑλλήσποντος οὕτω τέ μοι μεμετρέαται καὶ κατὰ τὰ εἰρημένα πεφύκασι παρέχεται δὲ καὶ λίμνην ὁ Πόντος οὗτος ἐκδιδοῦσαν ἐς αὐτὸν οὐ πολλῷ τεῳ ἐλάσσω ἑωυτοῦ ἣ Μαιῆτίς τε καλέεται καὶ μήτηρ τοῦ Πόντου
191,Σάμιος,a-s---mn-,ethnic,0,1535,16,ὁ δὲ Δαρεῖος ὡς ἐθεήσατο τὸν Πόντον ἔπλεε ὀπίσω ἐπὶ τὴν γέφυραν τῆς ἀρχιτέκτων ἐγένετο Μανδροκλέης Σάμιος
192,Περσέων,n-p---mg-,ethnic,0,1543,18,καὶ ἐπʼ αὐτὰς ἀπίκετο ἐλαύνων ἐπὶ Σκύθας στρατὸν ἀνὴρ ἄριστος τε καὶ κάλλιστος πάντων ἀνθρώπων Δαρεῖος ὁ Ὑστάσπεος Περσέων τε καὶ πάσης τῆς ἠπείρου βασιλεύς
193,Κυρμιάναι,n-p---fn-,place,0,1544,17,οἱ μὲν γὰρ τὸν Σαλμυδησσὸν ἔχοντες Θρήικες καὶ ὑπὲρ Ἀπολλωνίης τε καὶ Μεσαμβρίης πόλιος οἰκημένοι καλεύμενοι δὲ Κυρμιάναι καὶ Νιψαῖοι ἀμαχητὶ σφέας αὐτοὺς παρέδοσαν Δαρείῳ
194,Κρημνοὶ,n-p---mn-,ethnic,0,1570,2,οἱ δὲ Κρημνοὶ εἰσὶ γῆς τῆς Σκυθέων τῶν ἐλευθέρων
195,Ἀμαζόνας,n-p---fa-,ethnic,place,1573,7,ἐπεὶ δὲ συνῆκαν ἀλλήλων ἔλεξαν πρὸς τὰς Ἀμαζόνας τάδε οἱ ἄνδρες
196,Ἀμαζόνας,n-p---fa-,ethnic,place,1574,11,ἐπείτε δὲ ἀπολαχόντες τῶν κτημάτων τὸ ἐπιβάλλον ἦλθον ὀπίσω παρὰ τὰς Ἀμαζόνας ἔλεξαν αἱ γυναῖκες πρὸς αὐτοὺς τάδε
